agbd,agbd_se,shot_date,lat,lon,sensitivity,landsat_treecover,pft_class,ndvi_postmonsoon,evi_postmonsoon,ndvi_dryseason,evi_dryseason,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12

