agbd,agbd_se,lat,lon,ndvi_postmonsoon,evi_postmonsoon,ndvi_dryseason,evi_dryseason,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12
3.4542899131774902,2.997028112411499,21.201475888736372,72.089015524718,0.5185888,0.325444569896267,0.35490605,0.1962198816909537,0.05205,0.07493750000000002,0.10300000000000001,0.1355,0.17715,0.1966,0.21633333333333335,0.2203,0.21800000000000003,0.25078750000000005,0.20915
3.4542899131774902,2.997028112411499,21.201475888736372,72.08924010353903,0.5262642,0.3344430992736076,0.2521102,0.13187710353560597,0.0534,0.0770875,0.1174,0.13840000000000002,0.164,0.1799,0.19655,0.206925,0.201525,0.2612,0.23223333333333337
17.468677520751953,2.9823789596557617,21.20192504637843,72.08968926118109,0.3222836,0.1977161764112496,0.23536229,0.11955016622098141,0.05238333333333334,0.07693333333333334,0.11546666666666666,0.13165000000000002,0.1666,0.18525000000000003,0.18655,0.205875,0.21382500000000002,0.2531,0.21700000000000003
1.02217698097229,3.0072898864746094,21.20214962519946,72.08632057886564,0.29803494,0.17745709828393133,0.33320925,0.19336874826143674,0.054974999999999996,0.08070000000000001,0.1194,0.1413,0.20130000000000003,0.222,0.23873333333333335,0.25035,0.237125,0.2606,0.2253
14.237239837646484,2.983520030975342,21.20214962519946,72.08991384000211,0.58903337,0.3840479455409178,0.5151876,0.31033060074981617,0.04655000000000001,0.07296,0.0814,0.1297,0.19265000000000002,0.21553333333333333,0.2544,0.24115000000000003,0.25075000000000003,0.22875,0.16670000000000001
1.2866109609603882,3.005634069442749,21.202374204020494,72.08654515768667,0.38545385,0.23831794704949372,0.3889185,0.24229952203929905,0.059000000000000004,0.082,0.1147,0.149,0.2242,0.2499,0.26070000000000004,0.27875,0.237125,0.2561,0.20853333333333335
9.954383850097656,2.986414909362793,21.202598782841523,72.09036299764418,0.3534855,0.1981053796155442,0.42239097,0.25059902108690757,0.051300000000000005,0.0772,0.1004,0.13115,0.2064,0.2328,0.24724000000000004,0.25290000000000007,0.25273333333333337,0.22726666666666664,0.16725
21.25168228149414,2.981827974319458,21.202823361662553,72.08699431532872,0.5204001,0.35130428601890684,0.5295174,0.36853291507546826,0.056266666666666666,0.08985000000000001,0.09603333333333335,0.13786666666666667,0.2597,0.2984,0.31220000000000003,0.3217,0.28845,0.2338,0.166575
32.4057731628418,2.9834399223327637,21.203272519304612,72.08721889414976,0.59955317,0.3964253402019978,0.5340544,0.3276307295029051,0.046200000000000005,0.07300000000000001,0.07970000000000001,0.1217,0.259,0.30395000000000005,0.2624,0.33070000000000005,0.30135,0.20740000000000003,0.1385
28.258867263793945,2.9823930263519287,21.20349709812564,72.09103673410726,0.5096998,0.3004859845526339,0.49317923,0.3017551181284923,0.048,0.07400000000000001,0.08916666666666667,0.1231,0.20055000000000003,0.2315666666666667,0.26270000000000004,0.25545,0.25092499999999995,0.231,0.1671
