agbd,agbd_se,lat,lon,rh50,rh75,rh90,rh98,ndvi_postmonsoon,evi_postmonsoon,ndvi_dryseason,evi_dryseason,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12
6.259794235229492,2.990993022918701,22.385230854384872,74.83179666595593,0.0299999993294477,1.2999999523162842,2.5799999237060547,4.78000020980835,0.41059303,0.2949018077773442,0.21317719,0.1487885594290346,0.0902833333333333,0.1331999999999999,0.2066,0.24915,0.27675,0.30145,0.31855,0.3271,0.332,0.4215,0.34495
50.97368240356445,2.9922900199890137,23.78031449062249,72.32347581387319,0.5899999737739563,4.269999980926514,9.399999618530272,12.130000114440918,0.34127253,0.222197607443509,0.58039,0.4124954153814703,0.0561833333333333,0.0896,0.0826666666666666,0.13825,0.26215,0.29585,0.31135,0.31555,0.3313666666666666,0.2159166666666666,0.139225
54.94246292114258,2.9948160648345947,23.700139851514823,72.0003068904112,3.390000104904175,9.0600004196167,11.0,12.56999969482422,0.60864633,0.4387651309034663,0.568118,0.3939655351612032,0.0509428571428571,0.0816111111111111,0.087475,0.1332833333333333,0.25075,0.28472,0.3176125000000001,0.3032333333333333,0.3119333333333333,0.20945,0.145225
2.240773916244507,3.001085042953491,21.88936081755089,75.2495132730715,-0.1400000005960464,0.8899999856948853,1.870000004768372,3.220000028610229,0.7505984,0.5990220048899755,0.36002776,0.218668344225163,0.0634583333333333,0.0858,0.1106,0.14305,0.1958,0.2148666666666666,0.23504,0.23635,0.2309,0.24465,0.17835
2.4587409496307373,3.000248908996582,22.603296889604884,73.9664944685278,-0.2599999904632568,0.9700000286102296,2.059999942779541,3.3299999237060547,0.6214879,0.4249249571759197,0.35221404,0.2259628012962829,0.068025,0.0950333333333333,0.1242,0.159625,0.2133714285714285,0.238375,0.25926,0.2709333333333333,0.2667833333333333,0.327525,0.24282
83.2347640991211,3.016871929168701,23.7645939731504,73.60604546077484,1.6799999475479126,9.729999542236328,13.220000267028809,15.350000381469728,0.4857386,0.2239626270953559,0.6373414,0.2962525995840666,0.0257333333333333,0.04425,0.0421499999999999,0.09595,0.191425,0.2189,0.1903,0.2382,0.249725,0.166225,0.1035
1.5648930072784424,3.004117965698242,23.53080742045829,72.88155418413244,-0.2599999904632568,0.8600000143051147,1.7899999618530271,2.8399999141693115,0.2671499,0.1774703110643796,0.18912473,0.1271200025648424,0.0946333333333333,0.1331333333333333,0.17,0.20595,0.2284,0.242,0.2493,0.25215,0.2644416666666667,0.3010666666666666,0.2444
0.8828750252723694,3.008275032043457,23.3437332625404,72.05285833453219,-0.1400000005960464,0.7099999785423279,1.4600000381469729,2.359999895095825,0.23778619,0.16172283292328,0.15885852,0.1134490128231223,0.10852,0.1468666666666666,0.19675,0.2216,0.23585,0.2538,0.2710666666666667,0.273,0.30674,0.3667,0.3352
1.4378809928894043,3.0047860145568848,23.07828109608308,72.30371287762256,-0.2599999904632568,0.7799999713897705,1.6699999570846558,2.759999990463257,0.41592374,0.2668499051268128,0.31922206,0.204769641406522,0.0746,0.1009,0.1254333333333333,0.14785,0.2095166666666666,0.23285,0.2430666666666666,0.25508125,0.26896,0.27135,0.2114166666666667
30.09125518798828,2.982800006866455,23.211007179311743,73.33205929911838,0.2599999904632568,1.830000042915344,7.170000076293945,9.479999542236328,0.65734875,0.4248920732870054,0.6283186,0.4262908808363353,0.0434,0.067325,0.0714,0.1074,0.251425,0.3108,0.3127999999999999,0.3387333333333333,0.3243,0.22275,0.139025
164.160904,17.120336532592773,20.79566195913538,73.44839112841187,14.470000267028809,17.620001,21.31999969482422,25.620001,0.76762795,0.474615051635644,0.4681414,0.2296543367686613,0.0427333333333333,0.0594,0.0653166666666666,0.0938,0.14755,0.1674333333333333,0.1803,0.193775,0.1913,0.171375,0.104225
1.4378809928894043,3.0047860145568848,22.611157148340933,75.70698033150937,-0.1099999994039535,0.8600000143051147,1.7200000286102295,2.759999990463257,0.33427083,0.1524851812886505,0.1943865,0.0937811650822987,0.057125,0.0803333333333333,0.1062,0.1062,0.12015,0.1293666666666666,0.15745,0.1378,0.142725,0.1445,0.11835
1.02217698097229,3.0072898864746094,23.38842444792535,73.63973228392932,-0.1400000005960464,0.7400000095367432,1.5299999713897705,2.470000028610229,0.48873043,0.2812948147029965,0.5423707,0.3678599982233277,0.05485,0.0808666666666666,0.08735,0.140475,0.2447,0.28425,0.2944,0.31415,0.3219333333333333,0.2552,0.1630833333333333
11.000821113586426,17.140108108520508,21.209111568651387,72.98463586298516,-0.1099999994039535,0.8199999928474426,1.7200000286102295,2.9100000858306885,0.627141,0.3686243381121554,0.40010625,0.2142866174388023,0.0517,0.0725333333333333,0.0847,0.1239,0.17235,0.189425,0.1976833333333333,0.2066,0.21505,0.2013833333333333,0.1468333333333333
82.90021514892578,3.0165789127349854,21.63289180393477,73.98221498599989,2.539999961853028,6.329999923706055,11.420000076293944,15.31999969482422,0.62609273,0.398522002353747,0.36105368,0.2093729406751442,0.05746,0.0808285714285714,0.10608,0.1204799999999999,0.1688125,0.1889799999999999,0.2259666666666666,0.2163,0.22734375,0.2222666666666667,0.1498714285714285
2.2992279529571533,3.000854969024658,23.96851154264553,72.39960803420232,-0.1099999994039535,1.1200000047683716,2.130000114440918,3.25,0.48800373,0.3549523906340008,0.24057971,0.1681134259259259,0.0896,0.1306,0.1834,0.2213,0.2563666666666667,0.2839,0.2996,0.31115,0.322,0.3535,0.3056
34.01386642456055,17.130783081054688,20.84574303622504,72.96150424441909,3.3299999237060547,6.400000095367432,7.96999979019165,9.279999732971191,0.60246235,0.357795693752285,0.4358598,0.2331540092672582,0.05112,0.0735,0.07685,0.1116,0.1654,0.1868,0.1956,0.201,0.235775,0.15855,0.1125
